3,72,205,1
10,30,297,1
14,28,235,1
18,58,486,1
20,35,452,1
28,398,56,1
33,150,237,1
36,270,1129,1
39,27,512,1
40,93,823,1
45,250,670,1
46,2,84,1
48,6,212,1
50,227,749,1
52,9,90,1
53,563,425,1
55,344,523,1
61,1029,796,1
62,60,573,1
66,23,191,1
67,15,186,1
72,192,128,1
73,372,550,1
76,46,585,1
92,83,538,1
103,366,1012,1
105,13,150,1
117,183,860,1
121,43,436,1
122,30,287,1
123,124,269,1
129,250,918,1
132,426,298,1
133,221,238,1
134,444,2471,1
137,17,139,1
148,847,639,1
153,538,1902,1
160,839,842,1
167,1278,49,1
180,41,284,1
182,220,117,1
199,442,460,1
201,334,318,1
204,236,298,1
210,131,274,1
211,31,115,1
222,19,302,1
228,180,260,1
233,115,179,1
240,306,314,1
250,262,532,1
255,7,94,1
259,795,162,1
260,90,468,1
261,289,642,1
262,17,306,1
265,12,198,1
267,7,59,1
268,49,81,1
283,108,178,1
288,55,146,1
292,240,133,1
296,17,245,1
307,78,449,1
312,249,423,1
313,860,1078,1
316,129,1320,1
319,458,1306,1
320,162,979,1
328,277,27,1
329,291,391,1
331,201,1047,1
334,53,333,1
337,11,176,1
338,34,392,1
350,32,42,1
352,571,273,1
354,342,855,1
355,675,1331,1
356,931,1759,1
362,212,672,1
364,408,89,1
365,135,566,1
373,157,133,1
377,7,169,1
384,1990,394,1
386,72,411,1
388,214,1147,1
397,155,685,1
399,54,282,1
408,1028,3064,1
409,193,606,1
411,92,138,1
417,1001,682,1
424,202,533,1
426,301,933,1
427,33,443,1
428,16,141,1
444,74,242,1
445,9,105,1
446,373,851,1
449,76,384,1
456,585,196,1
459,44,167,1
460,126,345,1
468,1221,1751,1
470,32,323,1
473,309,616,1
474,29,274,1
476,424,387,1
477,305,797,1
479,3,82,1
486,293,109,1
490,62,336,1
491,247,465,1
498,664,457,1
501,35,493,1
507,595,245,1
510,9,219,1
517,99,89,1
518,10,135,1
522,138,428,1
523,377,103,1
526,62,547,1
527,278,677,1
528,133,343,1
536,32,290,1
541,210,111,1
545,285,86,1
